Appendix S1. MammalDIET 2 dataset: dietary information for additional 1261 species not covered by Kissling et al. (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binomial,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,Bibliography,,,,,,,,,,,,,,,,,,,,,,,,,
Eptesicus brasiliensis,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,brasiliensis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Habromys chinanteco,RODENTIA,CRICETIDAE,Habromys,chinanteco,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Habromys lepturus,RODENTIA,CRICETIDAE,Habromys,lepturus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Habromys simulatus,RODENTIA,CRICETIDAE,Habromys,simulatus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Herbivore,0,0,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Heteromys gaumeri,RODENTIA,HETEROMYIDAE,Heteromys,gaumeri,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Megadontomys cryophilus,RODENTIA,CRICETIDAE,Megadontomys,cryophilus,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Megadontomys thomasi,RODENTIA,CRICETIDAE,Megadontomys,thomasi,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Microtus umbrosus,RODENTIA,CRICETIDAE,Microtus,umbrosus,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,Herbivore,0,0,0,0,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis elegans,CHIROPTERA,VESPERTILIONIDAE,Myotis,elegans,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis melanorhinus,CHIROPTERA,VESPERTILIONIDAE,Myotis,melanorhinus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis occultus,CHIROPTERA,VESPERTILIONIDAE,Myotis,occultus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis peninsularis,CHIROPTERA,VESPERTILIONIDAE,Myotis,peninsularis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Natalus lanatus,CHIROPTERA,NATALIDAE,Natalus,lanatus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Nelsonia goldmani,RODENTIA,CRICETIDAE,Nelsonia,goldmani,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Neotoma angustapalata,RODENTIA,CRICETIDAE,Neotoma,angustapalata,3,0,0,0,0,0,3,1,1,0,0,1,1,0,0,1,Herbivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Neotoma goldmani,RODENTIA,CRICETIDAE,Neotoma,goldmani,3,0,0,0,0,0,3,1,1,0,0,0,1,1,0,1,Herbivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Neotoma macrotis,RODENTIA,CRICETIDAE,Neotoma,macrotis,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,Herbivore,0,0,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Neotomodon alstoni,RODENTIA,CRICETIDAE,Neotomodon,alstoni,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus caniceps,RODENTIA,CRICETIDAE,Peromyscus,caniceps,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus difficilis,RODENTIA,CRICETIDAE,Peromyscus,difficilis,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus eva,RODENTIA,CRICETIDAE,Peromyscus,eva,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,Herbivore,0,0,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus furvus,RODENTIA,CRICETIDAE,Peromyscus,furvus,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus gratus,RODENTIA,CRICETIDAE,Peromyscus,gratus,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,Omnivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus hooperi,RODENTIA,CRICETIDAE,Peromyscus,hooperi,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus hylocetes,RODENTIA,CRICETIDAE,Peromyscus,hylocetes,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Omnivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus interparietalis,RODENTIA,CRICETIDAE,Peromyscus,interparietalis,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,Omnivore,0,1,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus madrensis,RODENTIA,CRICETIDAE,Peromyscus,madrensis,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus melanocarpus,RODENTIA,CRICETIDAE,Peromyscus,melanocarpus,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus melanurus,RODENTIA,CRICETIDAE,Peromyscus,melanurus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus ochraventer,RODENTIA,CRICETIDAE,Peromyscus,ochraventer,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus pembertoni,RODENTIA,CRICETIDAE,Peromyscus,pembertoni,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus perfulvus,RODENTIA,CRICETIDAE,Peromyscus,perfulvus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus pseudocrinitus,RODENTIA,CRICETIDAE,Peromyscus,pseudocrinitus,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus sagax,RODENTIA,CRICETIDAE,Peromyscus,sagax,1,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus stephani,RODENTIA,CRICETIDAE,Peromyscus,stephani,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,Omnivore,0,1,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus yucatanicus,RODENTIA,CRICETIDAE,Peromyscus,yucatanicus,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Peromyscus zarhynchus,RODENTIA,CRICETIDAE,Peromyscus,zarhynchus,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Promops centralis,CHIROPTERA,MOLOSSIDAE,Promops,centralis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Reithrodontomys bakeri,RODENTIA,CRICETIDAE,Reithrodontomys,bakeri,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Reithrodontomys chrysopsis,RODENTIA,CRICETIDAE,Reithrodontomys,chrysopsis,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Reithrodontomys hirsutus,RODENTIA,CRICETIDAE,Reithrodontomys,hirsutus,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Reithrodontomys microdon,RODENTIA,CRICETIDAE,Reithrodontomys,microdon,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Herbivore,0,0,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sigmodon alleni,RODENTIA,CRICETIDAE,Sigmodon,alleni,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,Omnivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sigmodon arizonae,RODENTIA,CRICETIDAE,Sigmodon,arizonae,1,2,0,0,0,0,2,1,1,0,0,2,1,0,0,0,Omnivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sigmodon mascotensis,RODENTIA,CRICETIDAE,Sigmodon,mascotensis,1,2,0,0,0,0,2,1,1,0,0,2,2,0,0,0,Omnivore,0,1,0,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sigmodon toltecus,RODENTIA,CRICETIDAE,Sigmodon,toltecus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sorex sclateri,EULIPOTYPHLA,SORICIDAE,Sorex,sclateri,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,Omnivore,0,1,0,1,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sorex stizodon,EULIPOTYPHLA,SORICIDAE,Sorex,stizodon,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Sylvilagus cunicularius,LAGOMORPHA,LEPORIDAE,Sylvilagus,cunicularius,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,0,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Tylomys bullaris,RODENTIA,CRICETIDAE,Tylomys,bullaris,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,Herbivore,0,0,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Xenomys nelsoni,RODENTIA,CRICETIDAE,Xenomys,nelsoni,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Ceballos, G. 2014. Mammals of Mexico. Johns Hopkins University Press, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
Arvicanthis niloticus,RODENTIA,MURIDAE,Arvicanthis,niloticus,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Herbivore,0,0,0,1,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Atelerix albiventris,EULIPOTYPHLA,ERINACEIDAE,Atelerix,albiventris,1,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,Omnivore,1,1,1,0,0,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Ctenodactylus gundi,RODENTIA,CTENODACTYLIDAE,Ctenodactylus,gundi,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Ctenodactylus vali,RODENTIA,CTENODACTYLIDAE,Ctenodactylus,vali,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Elephantulus rozeti,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rozeti,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Felovia vae,RODENTIA,CTENODACTYLIDAE,Felovia,vae,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Lemniscomys barbarus,RODENTIA,MURIDAE,Lemniscomys,barbarus,2,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Massoutiera mzabi,RODENTIA,CTENODACTYLIDAE,Massoutiera,mzabi,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Paraechinus hypomelas,EULIPOTYPHLA,ERINACEIDAE,Paraechinus,hypomelas,1,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,Omnivore,1,1,1,0,0,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Pectinator spekei,RODENTIA,CTENODACTYLIDAE,Pectinator,spekei,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,Chris and Tilde Stuart. 2008. Mammals of North Africa and the Middle East.,,,,,,,,,,,,,,,,,,,,,,,,,
Eligmodontia morgani,RODENTIA,CRICETIDAE,Eligmodontia,morgani,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,Coyner and Braun 2014. Eligmodontia morgani. Mammalian species 46(916):101-109,,,,,,,,,,,,,,,,,,,,,,,,,
Caluromys philander,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,philander,2,2,0,0,0,0,2,1,0,1,2,0,0,0,0,2,Omnivore,0,1,1,0,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Cavia aperea,RODENTIA,CAVIIDAE,Cavia,aperea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Choeroniscus godmani,CHIROPTERA,PHYLLOSTOMIDAE,Choeroniscus,godmani,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,Omnivore,0,1,1,0,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dactylomys dactylinus,RODENTIA,ECHIMYIDAE,Dactylomys,dactylinus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Heteromys anomalus,RODENTIA,HETEROMYIDAE,Heteromys,anomalus,2,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Holochilus sciureus,RODENTIA,CRICETIDAE,Holochilus,sciureus,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,Omnivore,0,1,0,1,1,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys guairae,RODENTIA,ECHIMYIDAE,Proechimys,guairae,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,Herbivore,0,0,1,1,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys guyannensis,RODENTIA,ECHIMYIDAE,Proechimys,guyannensis,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Omnivore,0,1,1,0,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys mastacalis,RODENTIA,CRICETIDAE,Rhipidomys,mastacalis,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,Omnivore,0,1,1,1,1,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Sylvilagus brasiliensis,LAGOMORPHA,LEPORIDAE,Sylvilagus,brasiliensis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Thomasomys aureus,RODENTIA,CRICETIDAE,Thomasomys,aureus,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Tylomys mirae,RODENTIA,CRICETIDAE,Tylomys,mirae,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Eisenberg,  J. F. 1989. Mammals of the Neotropics. The Northen Neotropics. Volume 1. Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana. The University of Chicago Press., Chicago. ",,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopoma microphyllum,CHIROPTERA,RHINOPOMATIDAE,Rhinopoma,microphyllum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Eran Levin, pers. obs.",,,,,,,,,,,,,,,,,,,,,,,,,
Genetta victoriae,CARNIVORA,VIVERRIDAE,Genetta,victoriae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,0,0,0,0,0,"Fa, J.E., & Purvis, A. 1997. Body size, diet and population density in Afrotropical forest mammals: a comparison with neotropical species. Journal of Animal Ecology, 98-112.​",,,,,,,,,,,,,,,,,,,,,,,,,
Baiyankamys shawmayeri,RODENTIA,MURIDAE,Baiyankamys,shawmayeri,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
Cercartetus caudatus,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,caudatus,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
Dendrolagus dorianus,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,dorianus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
Dendrolagus goodfellowi,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,goodfellowi,3,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
Dendrolagus inustus,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,inustus,3,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,Herbivore,0,1,1,0,1,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
Dendrolagus matschiei,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,matschiei,3,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Flanner, T. 1995. Mammals of New Guinea. Reed Books, Chatswood, NSW, Australia.​",,,,,,,,,,,,,,,,,,,,,,,,,
