scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Chironectes minimus,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,minimus,DIDELPHIMORPHIA,0.0,0.0,0.0,Chironectes,0.0,0.0,1.0,0.0,0.0,Omnivore,Chironectes minimus,856.0,5.739,297.75,,1152.792,344.87,,,4.0,3.62,1.1,364.75,,108.36,70.0,,0.973,,0.0,1.0,,1.0,50.0,30.0,20.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,G,1.0,1.0,0.0,1.0,0.0,1860.0,0.0,1860.0,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Water Opossum,3.62,1.1,856.0,3.158333333,-999.0,108.36,-999.0,70.0,-999.0,-999.0,-999.0,3.0,0.999315537,-999.0,-999.0,940.5,-999.0,-999.0,-999.0,29.775,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chironectes,304.4,minimus,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,946.0,Ref_1,,G,50.0,30.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,11.0,ABC,Ref_117,0.0,0.0,Ref_1
Didelphis aurita,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,aurita,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,1.0,0.0,0.0,Omnivore,Didelphis aurita,1149.875,6.0,396.35,,2555.0,192.74,192.0,14.0,,6.2,2.0,154.894,0.18,100.0,95.955,,1.145,40.0,0.0,,,,20.0,60.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,4.0,2.0,S,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Big-eared Opossum,6.2,2.0,1149.875,7.0,14.0,100.0,0.18,95.955,-999.0,-999.0,-999.0,4.0,0.424366872,1150.0,1650.0,1244.3,-999.0,-999.0,-999.0,39.635,41.0,-999.0,-999.0,-999.0,-999.0,-999.0,170.0,240.0,Didelphis,178.0,aurita,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,1163.99,Ref_1,,S,20.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,30.0,12.0,ABC,Ref_117,0.0,30.0,Ref_1
Didelphis imperfecta,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,imperfecta,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,0.0,0.0,0.0,Omnivore,Didelphis imperfecta,1030.47,,360.69,,620.5,315.68,327.68,12.0,,6.9,1.5,266.687,,116.5,,,1.078,,,,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,S,1.0,0.0,0.0,1.0,0.0,2550.0,60.0,2490.0,,,,,Neotropical,1.0,Mammalia,-999.0,Guianan White-eared Opossum,6.9,1.5,1030.47,1.7,12.0,116.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.641666667,0.73065024,-999.0,1273.5,-999.0,-999.0,-999.0,-999.0,36.069,36.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Didelphis,315.68,imperfecta,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,50.0,1260.04,Ref_1,,S,50.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,13.0,ABC,"Ref_2, Ref_3",0.0,0.0,Ref_1
Didelphis marsupialis,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,marsupialis,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,1.0,0.0,0.0,Omnivore,Didelphis marsupialis,1149.875,6.335,396.35,,2555.0,200.88,182.5,14.0,13.0,6.2,2.0,154.894,0.18,100.0,95.955,494.757,1.145,105.0,0.0,2.0,0.17,1.0,20.0,60.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,4.0,2.0,S,1.0,0.0,0.0,1.0,0.0,2000.0,0.0,2000.0,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Common Opossum,6.2,2.0,1149.875,7.0,14.0,100.0,0.18,95.955,-999.0,-999.0,-999.0,4.0,0.424366872,1150.0,1650.0,1244.3,-999.0,-999.0,-999.0,39.635,41.0,-999.0,-999.0,-999.0,-999.0,-999.0,170.0,240.0,Didelphis,178.0,marsupialis,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,1091.16,Ref_1,,S,20.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,30.0,14.0,ABC,Ref_117,0.0,30.0,Ref_1
Didelphis pernigra,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,pernigra,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,1.0,0.0,0.0,Omnivore,Didelphis pernigra,1030.47,,360.69,,620.5,315.68,327.68,12.0,,6.9,1.5,266.687,,116.5,,,1.078,,,,,,29.0,14.0,57.0,,,,,,,,,,,,2.0,S,1.0,0.0,0.0,1.0,0.0,3700.0,2000.0,1700.0,,,,,Neotropical,3.0,Mammalia,-999.0,Andean White-eared Opossum,6.9,1.5,1030.47,1.7,12.0,116.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.641666667,0.73065024,-999.0,1273.5,-999.0,-999.0,-999.0,-999.0,36.069,36.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Didelphis,315.68,pernigra,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,1260.04,Ref_1,,S,20.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,30.0,15.0,D1,"Ref_2, Ref_3",0.0,30.0,Ref_2
Didelphis virginiana,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,virginiana,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,1.0,0.0,0.0,Omnivore,Didelphis virginiana,1414.5,7.324,402.7,,2555.0,225.55,186.0,12.345,13.0,6.645,2.0,129.346,0.15,100.0,125.0,745.99,1.283,6.15,0.0,2.0,0.58,1.0,20.0,60.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,4.0,2.0,S,1.0,0.0,0.0,1.0,0.0,3000.0,0.0,3000.0,0.0,,1.0,1.0,"Nearctic, Neotropical",3.0,Mammalia,-999.0,Virginia Opossum,6.645,2.0,1414.5,7.0,12.345,100.0,0.15,125.0,-999.0,-999.0,-999.0,4.179166667,0.354373717,1150.0,1650.0,2045.45,-999.0,-999.0,-999.0,40.27,41.0,-999.0,1.38,-999.0,-999.0,-999.0,170.0,241.5,Didelphis,184.0,virginiana,Didelphimorphia,Didelphidae,didelphis_virginiana,Virginia opossum,HLdidVir1,vs_HLdidVir1,,Didelphimorphia,Didelphidae,Didelphis,virginiana,280.0,-,,,,,,O-Generalist,O-Generalist,O-Generalist,2.0,Omnivore,-,,30.0,30.0,50.0,0.0,20.0,20.0,-,,,,,A,20.0,0.0,2195.48,Ref_1,,S,20.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,30.0,16.0,ABC,Ref_117,0.0,30.0,Ref_1
Didelphis albiventris,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,albiventris,DIDELPHIMORPHIA,0.0,0.0,0.0,Didelphis,0.0,0.0,1.0,0.0,0.0,Omnivore,Didelphis albiventris,1030.47,,360.69,,620.5,315.68,327.68,12.0,13.0,6.9,1.5,266.687,,116.5,,419.558,1.078,400.0,0.0,2.0,0.004,,20.0,60.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,4.0,2.0,S,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Neotropical,3.0,Mammalia,-999.0,White-eared Opossum,6.9,1.5,1030.47,1.7,12.0,116.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.641666667,0.73065024,-999.0,1273.5,-999.0,-999.0,-999.0,-999.0,36.069,36.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.0,Didelphis,315.68,albiventris,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,904.0,Ref_1,,S,20.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,30.0,17.0,ABC,Ref_117,0.0,30.0,Ref_1
Gracilinanus formosus,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Pygmy Opossum,-999.0,-999.0,22.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,formosus,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,18.9,Ref_2,,S,50.0,0.0,0.0,0.0,1.0,D1,0.0,0.0,0.0,1.0,0.0,18.0,D1,"Ref_2, Ref_3",20.0,0.0,Ref_2
Gracilinanus emiliae,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,emiliae,DIDELPHIMORPHIA,0.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus emiliae,10.0,,74.76,,,,,,,,,,,,,,0.084,,0.0,,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,1.0,Mammalia,-999.0,Emilia's Gracile Opossum,-999.0,-999.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.476,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,emiliae,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,7.6,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,19.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus microtarsus,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,microtarsus,DIDELPHIMORPHIA,1.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus microtarsus,24.5,,107.5,,730.0,365.265,,,,9.7,1.0,,9.0,76.1,9.0,,0.138,,0.0,2.0,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Neotropical,1.0,Mammalia,-999.0,Brazilian Gracile Opossum,9.7,1.0,24.5,2.0,-999.0,76.1,9.0,9.0,-999.0,-999.0,-999.0,1.0,-999.0,20.0,30.0,-999.0,-999.0,-999.0,-999.0,10.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.265,Gracilinanus,365.265,microtarsus,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,31.0,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,20.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus marica,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,marica,DIDELPHIMORPHIA,1.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus marica,16.9,,99.15,,,,,,,5.99,,,,,,,0.112,,0.0,2.0,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,4000.0,,,0.0,,0.0,0.0,Neotropical,2.0,Mammalia,-999.0,Northern Gracile Opossum,5.99,-999.0,16.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.915,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,marica,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,23.8,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,21.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus dryas,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,dryas,DIDELPHIMORPHIA,1.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus dryas,18.265,,95.0,,,,,,,,,,,,,,0.117,,0.0,2.0,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,4000.0,1100.0,2900.0,0.0,,0.0,0.0,Neotropical,1.0,Mammalia,-999.0,Wood Sprite Gracile Opossum,-999.0,-999.0,18.265,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,dryas,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,18.0,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,22.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus aceramarcae,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,aceramarcae,DIDELPHIMORPHIA,0.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus aceramarcae,21.75,,83.0,,,,,,,,,,,,,,0.129,,0.0,,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,3290.0,2600.0,690.0,0.0,,0.0,0.0,Neotropical,1.0,Mammalia,-999.0,Aceramarca Gracile Opossum,-999.0,-999.0,21.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,aceramarcae,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,20.5,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,23.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus agricolai,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Agricola's Gracile Opossum,-999.0,-999.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.476,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,-999.0,agricolai,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,18.9,Ref_2,,S,50.0,0.0,0.0,0.0,1.0,D1,0.0,0.0,0.0,1.0,0.0,24.0,D1,"Ref_2, Ref_3",20.0,0.0,Ref_2
Gracilinanus agilis,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,agilis,DIDELPHIMORPHIA,1.0,0.0,0.0,Gracilinanus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gracilinanus agilis,21.5,,100.665,,2226.5,270.0,290.0,20.0,,11.5,2.0,,0.25,65.0,,,0.128,,1.0,2.0,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,3.0,2.0,S,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,1.0,Mammalia,-999.0,Agile Gracile Opossum,11.5,2.0,21.5,6.1,20.0,65.0,0.25,-999.0,-999.0,-999.0,-999.0,6.075,-999.0,-999.0,38.2,-999.0,-999.0,-999.0,-999.0,10.0665,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Gracilinanus,270.0,agilis,Didelphimorphia,Didelphidae,gracilinanus_agilis,Agile gracile opossum,HLgraAgi1,vs_HLgraAgi1,,Didelphimorphia,Didelphidae,Gracilinanus,agilis,297.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,-999.0,,-,,0.0,0.0,50.0,50.0,0.0,50.0,-,,,,,A,0.0,30.0,22.0,Ref_1,,S,50.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,25.0,ABC,Ref_117,20.0,0.0,Ref_1
Gracilinanus ignitus,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,18.9,Ref_2,,S,50.0,0.0,0.0,0.0,1.0,D1,0.0,0.0,0.0,1.0,0.0,26.0,D1,"Ref_2, Ref_3",20.0,0.0,Ref_2
Hyladelphys kalinowskii,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,kalinowskii,DIDELPHIMORPHIA,1.0,0.0,0.0,Hyladelphys,0.0,0.0,0.0,0.0,0.0,Omnivore,Hyladelphys kalinowskii,15.5,,90.0,,,,,,,,,,,,,,0.107,,,,,,20.0,0.0,80.0,,,,,,,,,,,,2.0,Ar,,0.0,0.0,1.0,0.0,1000.0,0.0,1000.0,,,,,Neotropical,1.0,Mammalia,-999.0,Kalinowski's Mouse Opossum,-999.0,-999.0,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Hyladelphys,-999.0,kalinowskii,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,20.0,16.75,Ref_3,,Ar,60.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,10.0,1.0,0.0,27.0,D2,Ref_155,0.0,10.0,Ref_3
Lestodelphys halli,Didelphidae,0.0,1.0,0.0,DIDELPHIDAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,halli,DIDELPHIMORPHIA,0.0,0.0,1.0,Lestodelphys,0.0,1.0,1.0,0.0,0.0,Carnivore,Lestodelphys halli,78.27,,136.34,,1091.958,,,,19.0,,,,,,,,1.865,,0.0,,,,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,S,1.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,3.0,Mammalia,-999.0,Patagonian Opossum,-999.0,-999.0,78.27,2.991666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.991666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.634,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Lestodelphys,-999.0,halli,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,0.0,76.0,Ref_1,,S,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,100.0,1.0,0.0,28.0,ABC,Ref_117,0.0,0.0,Ref_1
Lutreolina crassicaudata,Didelphidae,0.0,1.0,0.0,DIDELPHIDAE,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,crassicaudata,DIDELPHIMORPHIA,0.0,0.0,1.0,Lutreolina,1.0,1.0,1.0,0.0,0.0,Carnivore,Lutreolina crassicaudata,450.0,3.533,324.99,,1095.0,182.64,196.64,14.0,9.0,8.0,2.0,,,91.32,,,4.395,,0.0,2.0,0.001,,30.0,60.0,10.0,20.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,S,1.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,2.0,Mammalia,-999.0,Lutrine Opossum,8.0,2.0,450.0,3.0,14.0,91.32,-999.0,-999.0,-999.0,-999.0,-999.0,2.954166667,-999.0,490.4,661.75,540.0,-999.0,-999.0,-999.0,32.499,37.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,182.64,Lutreolina,182.64,crassicaudata,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,0.0,537.3,Ref_1,,S,20.0,20.0,0.0,0.0,0.0,ABC,1.0,20.0,40.0,1.0,0.0,29.0,ABC,Ref_117,0.0,0.0,Ref_1
Marmosa murina,Didelphidae,0.0,0.0,0.0,DIDELPHIDAE,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,murina,DIDELPHIMORPHIA,0.0,0.0,0.0,Marmosa,0.0,0.0,0.0,0.0,0.0,Omnivore,Marmosa murina,518.0,1.075,150.0,,5496.292,406.92,436.92,30.0,11.0,5.5,2.0,138.905,0.31,154.0,118.0,,0.738,55.8,0.0,2.0,,1.0,40.0,30.0,30.0,40.0,10.0,10.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,2.0,2.0,Ar,1.0,0.0,0.0,1.0,0.0,2000.0,,,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Linnaeus's Mouse Opossum,5.5,2.0,518.0,15.05833333,30.0,154.0,0.31,118.0,-999.0,-999.0,-999.0,12.0,0.380561259,-999.0,53.5,1045.5,-999.0,-999.0,-999.0,15.0,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Marmosa,406.92,murina,Didelphimorphia,Didelphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,30.0,26.0,Ref_1,,Ar,40.0,0.0,0.0,0.0,0.0,ABC,1.0,10.0,10.0,1.0,10.0,30.0,ABC,Ref_117,0.0,0.0,Ref_1
